source_url,upper_item,image,image_path,link,item,product_list_code,name
https://proquinorte.myshopify.com/pages/probetas,probetas,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/Clase_A_F_alta.png?v=1632236892,C:\images\090401.jpg,https://proquinorte.myshopify.com/collections/090401,,090401,"
Clase A. F.Alta
"
https://proquinorte.myshopify.com/pages/probetas,probetas,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/Clase_B_F_Alta.jpg?v=1632236892,C:\images\090402.jpg,https://proquinorte.myshopify.com/collections/090402,,090402,"
Clase B. F.Alta
"
https://proquinorte.myshopify.com/pages/probetas,probetas,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/Clase_B_F_baja.jpg?v=1632236892,C:\images\090403.jpg,https://proquinorte.myshopify.com/collections/090403,,090403,"
Clase B. F.Baja
"
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/botellas_e79b8375-ed78-4779-9e06-d7484df18f81.jpg?v=1631707088,C:\images\090500.jpg,https://proquinorte.myshopify.com/collections/090500,,090500,Botellas
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/tubosEnsayo.jpg?v=1630324095,C:\images\090600.jpg,https://proquinorte.myshopify.com/collections/090600,,090600,Tubos de ensayo
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/centrifuga.jpg?v=1630324094,C:\images\090700.jpg,https://proquinorte.myshopify.com/collections/090700,,090700,Tubos de centrífuga
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/microtuvos.jpg?v=1630324095,C:\images\090800.jpg,https://proquinorte.myshopify.com/collections/090800,,090800,Microtubos 
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/microtiter.jpg?v=1630324095,C:\images\090900.jpg,https://proquinorte.myshopify.com/collections/090900,,090900,Placas microtiter
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/frascolavador.jpg?v=1630324094,C:\images\091000.jpg,https://proquinorte.myshopify.com/collections/091000,,091000,Frascos lavadores
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/embudo.jpg?v=1630324094,C:\images\091100.jpg,https://proquinorte.myshopify.com/collections/091100,,091100,Embudos
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/gradilla.jpg?v=1631707088,C:\images\091500.jpg,https://proquinorte.myshopify.com/collections/091500,,091500,Gradillas
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/viales.jpg?v=1630324095,C:\images\091200.jpg,https://proquinorte.myshopify.com/collections/091200,,091200,Viales
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/goma.jpg?v=1630324094,C:\images\091300.jpg,https://proquinorte.myshopify.com/collections/091300,,091300,Tubería de goma
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/silicona.jpg?v=1630324095,C:\images\091400.jpg,https://proquinorte.myshopify.com/collections/091400,,091400,Tubería de silicona
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/taponessilicona.jpg?v=1631708812,C:\images\091600.jpg,https://proquinorte.myshopify.com/collections/091600,,091600, Tapones
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://39896041.servicio-online.net/Fotos/menu/Material%20general%20de%20pl%C3%A1stico/fraco%20boca%20ancha.jpg,C:\images\frascos.jpg,https://www.proquinorte.com/pages/frascos,frascos,,Frascos
https://www.proquinorte.com/pages/frascos,frascos,https://39896041.servicio-online.net/Fotos/menu/Material%20general%20de%20pl%C3%A1stico/Frascos/boca%20ancha.jpg,C:\images\091701.jpg,https://proquinorte.myshopify.com/collections/091701,,091701,Boca ancha
https://www.proquinorte.com/pages/frascos,frascos,https://39896041.servicio-online.net/Fotos/menu/Material%20general%20de%20pl%C3%A1stico/frasco%20boca%20estrecha.jpg,C:\images\091702.jpg,https://proquinorte.myshopify.com/collections/091702,,091702,Boca estrecha
https://www.proquinorte.com/pages/frascos,frascos,https://39896041.servicio-online.net/Fotos/menu/Material%20general%20de%20pl%C3%A1stico/fraco%20ptfe.jpg,C:\images\091703.jpg,https://proquinorte.myshopify.com/collections/091703,,091703,PTFE
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://39896041.servicio-online.net/Fotos/menu/Material%20general%20de%20pl%C3%A1stico/bidon.jpg,C:\images\091800.jpg,https://proquinorte.myshopify.com/collections/091800,,091800,Bidones
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://39896041.servicio-online.net/Fotos/menu/Material%20general%20de%20pl%C3%A1stico/Desecadorr.jpg,C:\images\091900.jpg,https://proquinorte.myshopify.com/collections/091900,,091900,Desecadores
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://39896041.servicio-online.net/Fotos/menu/Material%20general%20de%20pl%C3%A1stico/otros%20tuberia.jpg,C:\images\092000.jpg,https://proquinorte.myshopify.com/collections/092000,,092000, Otros envases y recipientes
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://39896041.servicio-online.net/Fotos/menu/Material%20general%20de%20pl%C3%A1stico/criotubo.png,C:\images\092100.jpg,https://proquinorte.myshopify.com/collections/092100,,092100,Criotubos
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://39896041.servicio-online.net/Fotos/menu/Material%20general%20de%20pl%C3%A1stico/pinza.png,C:\images\092200.jpg,https://proquinorte.myshopify.com/collections/092200,,092200,Pinzas
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://39896041.servicio-online.net/Fotos/menu/Material%20general%20de%20pl%C3%A1stico/tuberia.jpg,C:\images\092300.jpg,https://proquinorte.myshopify.com/collections/092300,,092300,Tubería de plástico
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://39896041.servicio-online.net/Fotos/menu/Material%20general%20de%20pl%C3%A1stico/accesorio%20tuberia.jpg,C:\images\092400.jpg,https://proquinorte.myshopify.com/collections/092400,,092400, Accesorios tubería
https://proquinorte.myshopify.com/pages/material-general-de-plastico,material-general-de-plastico,https://39896041.servicio-online.net/Fotos/menu/Material%20general%20de%20pl%C3%A1stico/otros%20tuberia.jpg,C:\images\092500.jpg,https://proquinorte.myshopify.com/collections/092500,,092500,Otros
https://www.proquinorte.com/pages/catalogo,,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/Diseccion2_240x240.jpg?v=1629183691,C:\images\muestreo-y-diseccion.jpg,https://proquinorte.myshopify.com/pages/muestreo-y-diseccion,muestreo-y-diseccion,,Muestreo y disección
https://proquinorte.myshopify.com/pages/muestreo-y-diseccion,muestreo-y-diseccion,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/Jeringas.jpg?v=1630397643,C:\images\100100.jpg,https://proquinorte.myshopify.com/collections/100100,,100100,"
Jeringas
"
https://proquinorte.myshopify.com/pages/muestreo-y-diseccion,muestreo-y-diseccion,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/agujas.jpg?v=1630397643,C:\images\100200.jpg,https://proquinorte.myshopify.com/collections/100200,,100200,"
Agujas
"
https://proquinorte.myshopify.com/pages/muestreo-y-diseccion,muestreo-y-diseccion,https://cdn.shopify.com/s/files/1/0568/3068/9429/files/Cuchillas.jpg?v=1630397643,C:\images\100300.jpg,https://proquinorte.myshopify.com/collections/100300,,100300,"
Cuchillas y bisturís
"
